门店名,消费笔数
北京公益西桥咖啡店,41
广州萝岗万达店,77
广州琶洲赫基大厦店,36
珠海大剧院店,27
湛江市廉江鑫源广场店,9
江阴青果路店,134
福州三迪中心店,42
佛山陈村顺联店,46
珠海青茂口岸城店,38
苏州山塘街店,67
羽山路店,119
兰州国芳广场,7
珠海中海环宇城店,49
福州中防万宝城分店,20
广州番禺宾馆店,38
湖州市中心医院店,53
成都金牛万达店,37
上海大华第一坊店,95
西安开元店,29
佛山绿岛广场店,48
宁波和义大道店,82
张家港曼巴特广场店,143
昆明大都店,6
杭州天阳D32店,128
丽水龙泉万达广场店,26
温州银泰店,71
杭州富春新天地店,40
G15南通如皋服务区西,22
郑州海马66公社店,31
重庆美美时代广场店,20
北海和安商港店,23
西安子午路银泰店,46
海口琼海东风路店,30
重庆新光天地6F店,3
沈阳长白万象汇店,41
贵阳万象汇,58
Z18广场店,42
北京中粮广场店,32
西安经发大厦店,41
深圳保利文化广场店,45
徐州万科新淮中心店,45
大连黑石礁辰熙店,31
佛山三水钧明汇店,20
惠州陈江天益城分店,20
西安幸福林带环球港,32
广州海珠城店,50
北京草桥上品,37
重庆鎏嘉码头店,33
大连瓦房店世纪广场店,9
武汉武展东路店,23
西安曲江海洋馆店,27
成都银泰中心店,46
武汉南国西汇店,34
武汉东西湖万达店,28
重庆紫荆商业广场店,17
温州梦多多店,35
西安盛龙广场店,46
丽江古城大水车店,48
长沙万家丽购物中心店,50
贵阳万科大都会广场分店,34
新乡胖东来大胖店,10
郑州高新万科店,10
长治潞鼎万达广场店,26
东莞大朗远大城市广场店,61
重庆瑞安重庆天地店,45
天津荣佳大厦店,9
包头市昆区吾悦广场店,19
无锡南长街二期店,50
南充王府井店,30
西安莱安逸境店,37
江门美吉特广场店,64
西宁新千王府井门店,13
泉州石狮世茂摩天城分店,22
开封新街口万博店,16
宁波南塘金茂府店,40
西安西恩奥特莱斯店,18
十堰人民商场店,15
厦门同安阳光小镇分店,64
永州愿景vv mall,31
福州东湖数字小镇分店,14
广州西城都荟2店,9
东营王府井购物中心店,15
中山古镇星光联盟店,47
上海浦东机场14店,33
五角场万达影城店,7
金华磐安宝龙广场店,67
杭州西湖银泰1F店,49
通辽万达店,29
南昌中山天虹店,24
六盘水百盛,8
宁波长丰悦邻汇店,65
扬州江都万达广场,42
昆山吉田国际店,59
岳阳市友阿国际广场店,6
西安机场1店,36
三亚百花谷分店,36
徐州贾汪吾悦广场店,33
广州龙归悦和方店,40
北京益园文创基地,4
佛山乐从家具城分店,75
贵阳智诚百货店,30
北京霄云路二店,5
兰州市欣大百货店,24
青岛城阳万达广场店,20
北京酒仙桥路第二咖啡店,17
菏泽佳和城店,32
长沙阿波罗商业广场店,19
北京首都国际机场2店,51
天津滨海泰达生活馆店,37
广州西村店,57
广州保利克洛维二店,17
漳州角美万达广场分店,12
武汉喜年中心店,9
淄博商厦咖啡店,21
绍兴新昌世贸店,54
哈尔滨机场安检外店,11
杭州西田城购物中心店,39
北京华宇时尚店,29
青岛胶东机场值机大厅店,1
眉山市万达广场店,15
沈阳茂业金廊店,2
兰州中川机场店,22
北京乐多港店,5
泰安盘古天地店,9
临沂九州咖啡店,14
济南和瑞中心咖啡店,15
洛阳中州路王府井店,29
北京首钢铁狮门,11
贵阳世纪金源2店,12
石家庄长安万达店,17
海口国际免税城四层店,23
武汉印象城店,15
武汉光谷奥特莱斯店,26
天津滨海吾悦广场店,20
佛山恒福广场咖啡店,23
济南汉峪金谷店,28
任丘万达广场,111
北京朝阳大悦城店,34
临沂泰盛广场店,70
济南丁豪广场咖啡店,12
大连机场到达店,4
聊城金鼎购物中心,15
杭州宋城店,3
西安骡马市店,5
武汉市第一医院店,8
石家庄正定机场1,24
郑州新郑机场出发厅店,6
南京禄口机场交通中心店,17
重庆机场T3值机大厅店,11
昆明融创文旅城,2
济南遥墙机场店,3
杭州智汇中心店,115
上海中冶梦想荟店,61
无锡大东方店,174
大连北站店,14
杭州下沙龙湖店,147
天津欧贸中心咖啡店,57
无锡万象城转角店,129
浦江科技广场店,133
宝乐汇店,252
宝燕商城店,136
港汇1号办公楼店,196
牡丹江万达广场店,47
杭州萧山领航城店,56
杭州建德严州古城店,25
宁波东部印象城店,51
上海8号桥半淞园店,61
杭州星光城店,96
北京常通路第二咖啡店,22
嘉兴嘉善东方大厦店,105
杭州东杭大厦店,127
苏州昆山花桥游站店,112
武汉南国北都店,40
南通金鹰圆融店,86
汇京国际广场店,160
杭州滨江阿里巴巴店,76
南昌吾悦广场店,61
佛山南海万达广场店,75
广州白云华发新天地店,62
武汉群星城分店,55
无锡金轮星光名座店,78
深圳龙华益田假日天地,57
深圳车公庙百安居分店,105
哈雷路店,117
深圳粤美特大厦店,32
成都时代百盛店,40
广州中信广场2分店,102
合肥新城国际店,48
常州创意产业园店,63
中关村虹桥创新中心店,134
宁波奉化银泰店,82
西藏路店,69
徐州颐和汇邻湾店,62
杭州解百新世纪店,122
南通万象城1F店,82
北京国瑞城2店,20
长沙高桥店,28
北蔡山姆会员店,148
苏州文萃广场店,153
中建广场店,147
昆山三角塔店,76
天津万福生活广场店,44
无锡溪南公馆店,62
苏州艾美广场店,193
北京回龙观大街咖啡店,84
南桥宝龙商业广场店,198
宁波栎社机场T2出发店,46
太原百盛第一咖啡店,102
无锡江阴八佰伴店,106
宁波明园店,59
深圳梅林卓悦汇店,142
苏州繁花邻里店,30
常州莱蒙都会2店,95
杭州中央广场店,78
北京杏石口咖啡店,44
月星环球港B1店,141
奉贤漕河泾店,53
北京东三环中路咖啡店,46
深圳坂田领汇广场店,62
嘉兴龙鼎万达广场店,126
北京鲁谷远洋咖啡店,80
上海现所创邑MIX店,78
北京太阳宫中路第二店,17
达邦协作广场店,160
常州吾悦国际店,132
北京大兴天宫院凯德一店,411
福州青年会分店,37
北京金隅智造工厂店,59
多媒体谷店,124
嘉汇店,195
杭州万塘汇店,112
厦门星巢越中心分店,48
青岛李沧和谐广场店,55
浦江城市生活广场店,239
武汉大润发店,27
南京平安金融中心店,148
成都招商大魔方,49
明天广场店,48
南京清江苏宁广场店,140
杭州临平万宝城店,92
江油圣名国际购物广场,17
天津金融街南开中心店,98
恒基688广场店,193
贵阳保利国贸逸天城店,42
文通大厦店,108
上海上滨生活广场店,81
星巴克臻选咖啡焙烤坊,141
徐汇万科中心店,146
深圳卓越世纪店,132
上海中心1F店,155
北京麒麟社咖啡店,125
商丘睢阳万达广场店,48
杭州嘉里中心1F店,240
公园东路店,144
松江泰晤士小镇店,177
浦建路店,231
杭州湖滨银泰B区店,86
武汉光谷青年汇店,27
宁波奉化惠政老街店,76
静安门大厦店,176
虹口龙之梦办公楼店,89
上海佛罗伦萨小镇二期店,95
成都科学城2店,23
唐镇恒生广场店,246
新研大厦店,251
青浦桥梓湾店,109
漕河泾浦江科技园F区店,100
海桐路店,169
丹东汇侨分店,52
北京花园闸路咖啡店,30
西安曲江大悦城店,92
扬州印象汇店,100
北京前门大街店,60
上海富锦路地铁站店,109
西安环普三期店,23
上海嘉亭荟店,84
杭州临安青山湖宝龙店,80
大宁店,784
福州乌山店,71
康桥漕河泾店,133
厦门翔安汇景广场分店,88
绍兴柯桥金地店,92
扬州三盛广场店,130
松江乐颂坊店,88
深圳市深圳湾万象城店,141
深圳前进天虹店,37
上海青浦绿地缤纷城店,80
宁波金沙奥莱店,60
上海靖宇东路店,106
明城购物中心,46
杭州三坝地铁商业街店,93
无锡锡东八佰伴店,91
静安晶品店,138
南京大厂慕斯荟店,79
福州高新万达广场分店,16
外滩金融中心办公楼店,167
青岛万象城3店,40
丁香国际商业中心店,133
北京久敬庄路咖啡店,32
珠海招商花园城店,59
大连百年城店,103
成都中铁艺术城门店,28
厦门中华城分店,63
深圳景田岁宝分店,88
杭州西溪首座店,82
湾谷科技园店,77
深圳稼先路分店,69
萧山机场T3出发禁区店,135
苏州常熟永旺店,119
G25桐庐服务南区店,59
扬州宝龙金轮广场店,117
无锡震泽路店,135
爱琴海购物公园2店,138
成都环球乐天店,23
厦门SM新生活广场店,138
杭州银泰城西二店,149
钦州北路店,220
成都蜀都万达店,86
上海北园路店,161
广州新港82分店,52
南京华泰万丽酒店店,86
杭州西溪路阿里中心店,101
嘉兴桐乡宝凤大厦店,57
昭化路店,137
北京望京科技园,19
青浦吾悦广场店,94
天津金隅滨海嘉品Mal,41
金山百联店,136
天津仁恒置地广场二店,50
长沙IFS店,80
广州兴业银行大厦分店,164
贵阳花果园1店,20
西安都市之门店,42
江阴周庄中翔广场店,147
宝山安信店,149
湖州安吉恒隆府店,42
天津鲁能中心第二咖啡店,60
苏州昆山春晖路店,104
深圳宝安壹方城B1F店,82
花旗店,197
北京丽都店,54
北京朝外大街咖啡店,74
南京江北龙湖天街,115
杭州祥润城店,42
深圳南山书城店,47
武汉中山大洋百货店,8
北京市龙域中街咖啡店,79
云浮新兴筠城国际广场店,11
深圳湾生态园7栋店,115
长沙宜家荟聚,55
四行天地店,58
杭州湖滨银泰E区店,57
北京陈家营西路店,68
上海振丰大厦店,90
殷高西路店,162
无锡软件园店,71
松江万达广场店,212
广州龙骏广场店,86
漫游城步行街店,153
常州妇幼保健院,32
北京西单华威购物中心店,12
北京万科时代广场店,81
武汉南国中心城,34
南京太阳宫店,108
广州琶洲保利广场店,55
苏州高峰会店,150
温州万象城商业街店,61
成都桐梓林大世界店,78
苏州常熟海虞新天地店,69
东方国信店,182
曲阳路店,94
天津滨海高新区工华道店,45
丹阳金鹰天地店,103
新淮海坊店,139
深圳宝能太古城北区店,120
正大乐城店,129
北京上地三街咖啡店,15
金桥店,178
西安民乐园万达店,277
北京北太平庄路咖啡店,49
福州南站阳光天地分店,16
厦门万科云城分店,58
深圳东方雅苑店,80
上海徐虹北路店,114
东郊中心店,145
深圳西丽宝能城西区店,46
珠江创意中心店,126
南通星湖101广场店,87
北京南锣鼓巷咖啡店,39
上海融信上坤中心店,86
郑州国贸360广场店,45
虹桥火车站出发区店,430
南京苏宁易购店,68
北京方庄时代中心店,64
成都曙光国际店,25
惠阳天虹分店,28
镇江商业城店,56
惠州荣灿宝龙广场分店,23
重庆巴南万达店,60
广州云城都荟,21
科产大厦店,112
松岗杉杉奥特莱斯店,46
上海融创香溢花城,158
上海罗秀路店,78
深圳超多维科技大厦店,46
沈阳全运万达广场店,27
深圳石厦街店,110
杭州钱江路地铁商业街店,80
苏州昆山后街商业广场店,101
青岛金狮广场二店,35
宁波培罗成广场店,144
遂宁万达广场店,23
苏州吴江盛家厍店,96
常州金坛吾悦广场店,95
松江飞航广场店,100
连云港文峰广场店,136
上海城利大厦店,120
南京汉中门欧尚店,75
北京东方广场三店,19
成都龙泉万达广场店,36
包头九原万达广场店,49
上海古北SOHO店,52
上海茅台路店,99
红松路店,115
深圳印力中心分店,213
北京金融街月坛中心店,20
诺亚新天地店,161
城开国际大厦店,92
珠海钰海万国汇分店,56
绵阳涪城凯德店,19
西安大融城门店,42
福州山姆会员店分店,47
七宝万科5F店,78
天津新意街二店,46
芜湖八佰伴门店,68
金融街购物中心,38
维璟中心店,58
成都城南优品道店,43
宜昌兴发广场店,35
北京当代商城鼎城店,41
广州北京路店,77
南通通州文峰大世界店,125
包头万达广场咖啡店,30
杭州下沙宝龙店,89
扬州瘦西湖文化广场店,118
大庆让胡路万达广场店,53
泉州温陵路分店,67
上海融创外滩壹号院店,158
置汇旭辉广场店,219
北京东三环北路第三店,36
北京西单北大街咖啡店,168
宁波北仑影秀城店,99
贵阳益田假日世界门店,21
天津新城吾悦广场店,25
东南华庭店,103
台州黄岩书城店,87
广州二沙岛店,88
济南燕山银座咖啡店,32
泉州石狮德辉广场店,53
南京金茂汇店,241
常州泰富店,128
深圳安吉尔大厦店,59
韶关保利广场店,20
武汉北辰光谷里,25
南京21世纪太阳城店,73
新江湾城生活广场店,71
天津富力津门湖店,65
成都太古里二店,94
乐虹坊店,108
杭州滨江华业大厦店,108
成都星巴克上古天地店,36
西安长和国际店,21
石家庄万象城1店,84
杭州余杭江南时代店,101
恒基名人大厦店,134
常州邹区时代广场店,54
上海虹桥绿谷店,124
常州溧阳万达广场,114
天津陆家嘴购物中心2店,39
苏州望亭禹洲商业广场店,48
邯郸天鸿广场咖啡店,77
青岛伟东乐客城店,64
绍兴上虞万和城店,110
福州恒力博纳广场分店,36
温州乐清正大广场1F店,69
杭州大悦城,130
宁波镇海大学科技园店,64
南京百联奥特莱斯店,57
徐州金鹰人民广场店,87
统一企业大厦店,102
海口滨江海岸店,57
重庆环球金融中心店,22
北京建国路咖啡店,23
南京万谷慧生活广场店,139
大拇指店,160
大连圣亚鲸Mall店,70
金华东阳太平洋店,73
上海前滩太古里,194
合肥万象城2店,99
杭州广厦天都城店,118
北京航星园店,13
杭州贝达梦工场店,64
南京江宁万达广场店,142
上海瑞虹天地太阳宫店,81
东莞宏图路店,50
烟台万象汇店,32
上海国华广场店,80
广州兴南大道东店,80
深圳港隆城分店,52
青岛李沧万达广场第二店,21
杭州庆春路世纪联华店,148
武汉中建光谷之星店,32
上海世博文化公园,60
百盛优客城市广场店,127
杭州萧山华瑞中心,68
上海徐家汇国际大厦店,78
三亚迎宾路分店,52
市北高新园区店,108
苏州圆融星座店,105
北京万科翠湖国际店,29
苏州张家港长江路店,81
天津滨海远洋未来汇店,22
宏伊广场店,58
北京佑安国际店,40
佛山岭南站1店,60
杭州绿地中央广场店,93
宁波书城店,28
深圳欢乐海岸店,61
杭州信义坊店,94
南通崇川大有境店,82
宁波印象城店,83
广州天河城奥体分店,43
杭州西溪乐谷店,81
武汉市泛海城市广场2店,34
南京商厦店,95
杭州创鑫时代广场店,63
成都磨子桥店,21
无锡南长街店,41
温州印象城水街店,49
新邻天地广场店,113
正大广场3F店,75
嘉兴海盐嘉凯城店,55
银川建发大阅城店,44
天津万兆新文化花园店,60
深圳星河苏活购物公园店,182
杭州望京中心店,51
青岛城市传媒广场店,24
北京永定门咖啡店,49
湖州永辉城市生活广场店,44
长沙德思勤广场店,22
浙江广播电视中心店,68
北京安定路咖啡店,71
佛山招商IPARK分店,44
昆明呈贡吾悦广场店,28
天津时代奥城三店,47
北京唐家岭店,48
南京张府园店,154
重庆蘭亭新都汇店,18
咸阳丽彩万达店,30
建滔广场店,169
苏州繁花中心店,102
东莞长安中正广场店,52
诸暨宝龙广场店,98
时代财富天地,55
南宁爱琴海广场店,37
温州龙湾万达店,69
宁德福安东百城分店,24
常德友阿国际广场店,128
南通圆融广场店,105
柳州万象城店,65
成都莱蒙都会店,36
武汉佰港城店,52
上海仲益大厦店,73
北京路劲世界城店,27
嘉定同济科技园店,86
长沙复地星光商业广场店,47
上海凌兆慕天五街坊店,118
广州人民中路店,53
北京清河营南街店,63
萍乡润达国际购物中心店,19
深圳安托山万科分店,84
荆州万达店,32
泰州万达中庭店,97
珠海扬名广场分店,50
北京凯恒店,82
长沙浏阳天虹广场店,21
宁波江北万达店,105
大连西安路锦辉广场店,73
成都仁和春天光华店,56
汤臣国贸大厦店,116
沈阳铁西广场店,33
北京望京西路店,47
绍兴天悦城店,66
湖州银泰城店,68
雅安万达广场店,34
盐城东台中南城店,47
杭州钱江世纪城印象城店,86
上海前社店,105
绍兴上虞余坤广场店,87
南京万达茂3F店,72
无锡太湖广场店,53
海口日月广场店,103
南京常发广场店,90
包头苏宁广场店,45
海口友谊阳光城店,48
深圳8号仓分店,140
宜兴和信广场店,82
济南泉城路世茂广场店,29
温州大学城商务中心店,86
北京万优汇店,37
东莞天一城店,32
海口美兰机场T2店,25
深圳光明万达广场店,50
苏州黄埭中翔生活广场店,147
宁波万象城B1店,61
南京百家湖1912店,79
天津禧悦时光广场店,41
北京棕榈泉生活广场,58
重庆东源1891店,20
哈尔滨英迪格酒店,13
大连银帆广场店,29
深圳KK one店,147
长风大悦城1F店,173
龙湖华泾广场店,113
深圳丹竹头分店,42
杭州丁兰广场店,127
杭州临平时代广场店,74
苏州市立医院店,143
杭州黄龙世纪广场店,110
成都总府店,54
长春居然世界里店,17
陆家嘴国际华城店,132
广州金利来大厦店,120
南京万达茂1F店,94
黄石中商百货店,73
北京新顺南大街咖啡店,119
武汉南湖时尚城店,82
上海桃浦智创城店,27
深圳丰盛町店,87
西安大兴龙湖星悦荟,11
昆明金鹰天地店,39
深圳龙华佐阾香颂分店,82
晋中万达广场咖啡店,41
衢州时代生活广场店,43
西安小寨兴善寺西街店,29
永新店,119
九江万达广场店,30
广州白云机场T1-B2,40
北京顺义国泰,90
扬州宝应吾悦广场店,57
沈阳龙之梦购物中心店,9
济南万象城2店,12
北京华贸二店,52
来福士2F店,91
东莞麻涌星河城市广场店,29
嘉兴平湖吾悦广场店,110
台州椒江银泰城店,57
南通凤凰文化广场店,117
北京高和蓝峰大厦咖啡店,57
金山枫泾古镇店,86
重庆火车北站店,101
杭州西溪印象城中庭店,64
苏州望湖大厦店,95
北京工体北路第二咖啡店,23
北京小米科技园1店,41
连云港赣榆吾悦广场店,51
深圳星都豪庭店,23
深圳盐田壹海城2店,75
清远美林广场店,12
宁波天一广场店,123
西安中贸广场店,50
阳江西平路分店,20
温州银泰奥莱店,74
苏州玲珑美好荟店,86
杭州树兰医院店,66
武汉光谷新世界店,14
杭州阿里云谷园区9号楼,32
长沙金茂广场店,85
惠州惠东天虹店,28
南通如皋万达广场店,30
佛山合景悠方店,32
金华兰溪嘉泰店,47
杭州东东城店,91
吴江正翔广场店,111
徐州睢宁万达广场店,27
盐城文泽商业广场店,47
潍坊谷德广场咖啡店,86
深圳盐田壹海城分店,59
广州动漫星城2店,44
成都奥克斯广场店,48
深圳五洲星苑店,113
重庆解放碑协信星光店,49
杭州崇贤上亿广场店,87
安康万达广场,22
苏州昆山超华欧尚店,121
柏树大厦店,93
石家庄万象城2店,7
秦皇岛乐都汇咖啡店,114
北京环球金融中心店,18
大理爱琴海购物公园,17
淄博万象汇店,48
盐城金鹰聚龙湖店,133
北京光华路咖啡店,22
青岛佳世客店,76
金华银泰店,108
苏州张家港中昊檀宫店,110
杭州城东汇和城店,62
深圳龙华红山天虹店,110
深圳鼎诚国际店,60
台州路桥万嘉广场店,109
宿迁万达店,148
石家庄蜂巢购物中心店,13
北京三里屯soho二店,15
嘉兴华润南湖天地南区店,46
太原钟楼街,34
厦门北站分店,30
郑州曼哈顿广场店,28
S13德清服务区北区店,23
武汉南湖城市广场店,43
成都青羊工业园店,18
深圳光明大仟里店,52
南宁民族大道新梦店,51
东莞厚街万科城市广场店,23
中山完美金鹰广场店,36
广州国际媒体港店,86
东莞石龙嘉荣广场店,26
杭州大华西溪风情店,60
南阳红都时代广场店,13
中山利和广场分店,33
沈阳中粮广场店,37
东莞石碣合信地王广场店,40
启东环球大厦店,111
嘉兴星河COCO Ci,96
西安荣民龙首广场店,30
成都北城天街分店,27
广州花都骏壹万邦店,71
上海大连西路店,82
福州融侨中心分店,39
浦东机场T2到达店,40
广州昌岗合生生活广场店,25
爱琴海购物公园店,132
成都华为研究基地U6店,16
长春万科长拖1958店,12
福州秀峰路分店,31
宁波慈溪保利广场店,118
苏州昆山淀山湖中市路店,82
佛山乐从罗浮宫店,22
佛山顺德万达广场店,41
常州国际机场国内出发店,20
G15南通如皋服务区东,57
邯郸新世纪广场店,12
泉州德化万达广场分店,8
重庆金港国际店,23
海口观澜湖店,30
石家庄辛集万达,9
广州尚德大厦分店,39
贵阳龙湾国际店,27
北京五彩城店,58
盐城射阳吾悦广场店,52
邯郸隆基泰和广场店,23
广州南沙万达广场店,47
深圳莲塘聚宝路店,70
长沙通程店,44
武汉首义汇店,39
深圳光明龙光广场店,37
徐州铜山万达店,56
太原北美新天地店,21
三亚湾温德姆酒店,28
北京兴业银行咖啡店,20
鞍山大悦城店,9
沈阳金地琥珀天地店,23
成都银石广场店,15
天津鲁能中心第三咖啡店,25
沈阳沈北万达广场店,12
苏州建屋店,65
杭州下沙银泰城店,46
荥阳吾悦广场,4
大连柏威年二店,31
淮北万达广场店,54
鞍山万象汇店,32
广州海珠信和广场店,24
阳江东汇城店,36
上海九亭金地广场店,114
深圳百度大厦西塔店,40
广州磨碟沙分店,11
成都金牛凯德分店,38
东莞思朗广场店,59
上海松江通跃路店,88
镇江苏宁广场6F店,17
杭州桐庐银泰城店,12
深圳蛇口花园城店,90
贵阳砂之船店,26
长沙东塘友谊商城店,26
宿迁沭阳乐之地店,83
北京顺义新世界店,44
宁德霞浦方圆荟分店,28
天津滨海机场国内到达店,48
迪士尼团队大楼店,63
泰安万达咖啡店,12
广州聚德北路店,16
上海跨国采购中心店,85
苏州张家港凯丽百货店,48
南京徐庄路店,35
福州长乐长山湖分店,43
合肥唯品会城市奥莱店,28
西安北大街店,21
上海金山朱泾嘉都店,96
泉州城东万达广场分店,27
重庆万摩购物中心店,6
漳州碧湖万达广场店,26
南宁世贸西城店,32
青岛凯德新都心购物中心,33
泉州石狮泰禾广场店,55
厦门厦禾路源通中心分店,31
宜昌夷陵万达店,8
珠海奥园广场店,91
泉州电信大楼分店,39
泰州兴化万达广场店,43
昭通吾悦广场店,11
龙岩万达广场分店,45
武汉五环天地店,35
张家港谷渎港店,59
北京市民生金融中心店,81
大同百盛中央公园店,58
时尚中心店,63
广州天汇城2分店,72
长沙星沙天虹购物中心店,32
武汉儿童医院店,22
乾坤购物,17
镇江扬中吾悦广场店,38
西安龙城铭园店,38
大连星河广场店,57
广州花都狮城国际店,34
万州鸿鸥广场,5
西安金辉大厦,38
兰州亚欧商厦店,22
大连新开路店,27
青岛市城阳万象汇店,60
武汉越秀星汇维港店,30
桂林国贸益华城店,31
福州罗源世纪金源分店,23
泉州中山北路分店,30
武汉江夏中百广场店,16
河源丽日购物广场分店,39
广州南沙合景店,37
随州新世纪购物中心,17
重庆南川万达店,11
佛山智慧新城,40
广州花都天河城奥莱店,20
仙桃武商MAll,22
北京财富购物中心店,41
西宁力盟商业巷店,21
北京西小口路店,9
金科中心,25
宁波中海环宇城B1店,31
重庆磁器口后街店,3
南昌融创文化旅游城店,34
八佰伴2F店,57
盐城万达广场店,86
第一百货商业中心C馆4F,26
广州花都莲塘店,18
南京浦口白马广场店,54
重庆开州新世纪百货,10
深圳宝安海格堡分店,74
重庆北城天街北店,44
上海阳光城睿湾店,74
G15高速沙溪服务区南,71
南宁百盛分店,19
揭阳榕城万达广场店,50
贵阳银海元隆,20
泰州兴化吾悦广场店,57
郑州高新新悦荟店,21
杭州萧山德信天空之城店,64
泉州丰泽新华都分店,17
天津SM城市广场店,24
成都望江名门,16
重庆新光天地1F店,37
上海世界贸易大厦店,80
深圳观澜领域广场店,47
重庆盘龙奥园广场店,29
沈阳星摩尔店,23
三亚明珠广场店,28
无锡东港红豆万花城店,43
苏州常熟尚湖印象里,37
北京京汇大厦店,12
浦东机场T1国内11号口店,10
宜兴高铁站店,162
昆明呈贡万达广场店,9
宝鸡经二路天下汇店,23
鞍山百盛店,179
唐山远洋城店,7
青岛金鼎广场西海岸店,27
北京西直门外大街咖啡店,32
广州南站三店,12
聊城当代购物中心,14
重庆市江津爱琴海店,87
衡水怡然城咖啡店,25
北京新东安,26
天津蓟州万达广场店,14
福建省第二人民医院分店,24
北京奥村咖啡店,109
大连机场安检内店,16
亦庄移动硅谷,44
延安百货,20
重庆北城天街3楼店,7
北京万达广场店,2
张家口市密苑云顶乐园店,7
MOD&MOP测试门店,2
保山吾悦广场,12
崇左万象汇店,9
唐山丰润万达,3
重庆涪陵万达广场店,1
北京丽景园商街,1
长春西站门店,12
重庆大悦城,8
珠海仁恒星园,21
贵港吾悦广场店,1
上海观海坊店,2
张家界市武陵源店,2
杭州大江东龙湖天街店,94
常州武进星湖商务广场店,88
潍坊西路店,149
上海滩国际大厦店,74
松江泗泾保利店,135
北京金融街金树街店,90
昆明同德广场2,20
高桥新城店,117
北京祥云东方苑咖啡店,101
杭州北山路店,133
1699广场店,149
嘉定百联店,161
芜湖银泰城店,82
大连友谊商城店,48
天津大港万达广场店,25
青浦宝龙店,222
美罗城店,192
深圳罗湖万象城店,184
成都世纪城地铁站店,15
江阴新一城店,231
天津奥城商业广场店,86
西安卜蜂中心店,30
成都海洋中心店,23
绍兴昆仑国际店,145
深圳新沙天虹店,76
泛海国际商街,44
江苏路店,191
深圳龙华和平里店,166
安波路店,185
青岛协信中心店,44
深圳龙华壹方城LG楼店,65
前滩世贸中心店,202
杭州东站出发夹层店,180
南京仙林金鹰书店店,167
淮海西路店,144
上海village店,384
深圳深业上城3F店,113
杭州鑫都汇店,78
马鞍山雨山万达店,40
北京中发百旺商城店,171
贵阳数博万达广场店,10
绍兴金帝银泰惠坊街店,111
西安华为店,64
丽泽平安金融中心,5
广州东峻广场店,49
湖州长兴利时广场店,78
上海川沙龙天地店,117
尚品中心B1店,113
宁波余姚万达店,118
齐齐哈尔万达广场店,32
广州滘口鹅潭汇店,27
天津中海大厦店,29
天山巴黎春天店,98
上海虹桥世界中心店,36
柳州路店,149
古美路店,86
杭州广厦锐明大厦店,158
杭州矽力杰大厦店,53
南京江宁文鼎广场店,190
久事大厦店,107
无锡融创城1店,52
上海复地活力城店,217
近铁虹桥中心店,148
大连安盛店,76
大宁中心广场店,201
杭州都会钱塘店,92
杭州砂之船店,58
静安嘉里中心1F店,348
上海嘉定信业购物中心,152
成都里格177店,16
苏州浒关浅湾店,108
北京首都国际机场9店,94
上海祁连山路山姆会员店,128
成都中粮鸿云悦街店,67
上海松江印象城店,101
松江三湘财富广场店,131
铜陵万达广场,46
孝感银泰城店,13
上海华润时代广场店,127
无锡华润欢乐颂店,90
南通启东吾悦广场店,57
南通海门龙信广场店,111
绍兴国商购物中心店,155
长沙南站,28
上海打浦桥日月光2店,132
上海永华大厦店,268
上海泰康保险大厦店,113
成都天府新谷店,37
人民坊店,142
嘉兴杉杉IN象店,139
清远顺盈时代广场店,46
杭州中童巴比尼店,97
天津滨海万达广场店,40
杭州金海城购物中心店,37
宜昌大洋百货店,36
深圳讯美科技广场店,82
嘉兴江南摩尔店,135
北京西大望路温特莱店,40
新壹坊店,152
东莞东城万达广场店,46
天津宁河吾悦广场店,32
协信星光广场南区店,38
上海徐汇滨江店,123
北京东直门南大街咖啡店,11
金融街静安中心店,175
纳贤路店,127
文峰广场店,118
聚丰园路店,53
G15台州服务区东区店,31
吴泾宝龙店,58
福州元洪东百分店,27
E朋汇店,107
福州万达广场店,62
金华义乌新光汇东门店,79
北京未来中心咖啡店,48
苏州产业园店,105
杭州新禾联创公园店,120
杭州万福中心店,142
深圳天安数码城店,86
佛山保利水城店,66
广州中山六路店,77
扬州京华城店,80
上地元中心,39
上海西岸凤巢店,168
乐坊广场店,108
上海虹桥中骏广场店,85
郑州正道花园道店,64
温州南塘街店,53
杭州萧山红利店,68
浦汇大厦店,85
苏州慕斯广场店,97
明珠店,75
北京德外合生财富广场店,74
东方万国店,128
杭州富阳富春硅谷店,76
衢州吾悦广场店,87
重庆时代天街店,51
杭州萧山金地德圣店,52
新百安商场店,180
苏州张家港乐橙广场店,57
北京东三环南路店,42
仁恒森兰雅苑店,133
南通永旺梦乐城店,123
成都三利爱琴海,32
济南恒隆二店,40
深圳坂田湾畔Mall店,66
长春这有山店,41
苏州常熟滨江邻里中心店,101
宁波波特曼店,104
杭州501城市广场B1,117
杭州建德八佰伴店,22
杭州金龙财富中心店,176
上海南翔印象城1F店,159
杭州延安456店,142
绍兴新昌海洋城店,94
苏州常熟支塘风物生活广,64
金桥国际店,174
杭州西湖区和家园店,88
深圳华强北中航城B1店,34
成都晶融汇2店,33
唐山万达广场店,44
深圳前海企业公馆店,81
天津天百中心店,15
西安高新卜蜂莲花店,32
苏州张家港万达广场店,119
重庆金贸中心店,45
宁波保利印江南店,137
湖州织里浙北大厦店,47
巴黎春天长寿路店,137
深圳云城万科里店,74
北京市丰科中心店,48
